机型,制造序列号,机号,参考类型,指令类型,件号,序号,章节号,非计划,故障确认,拆换原因,安装日期,部件装上飞行小时数,部件装上飞行循环数,部件装上使用小时数,部件装上使用循环数,拆换日期,部件拆下飞行小时数,部件拆下飞行循环数,部件拆下使用小时数,部件拆下使用循环数,故障描述,部件本次装机使用小时,故障处理,部件本次装机使用循环,装上件号,装上序号,最近送修公司,CY TSN,FH TSN,送修至拆下时间/FH,送修至拆下时间/CY,件号描述,DEF#,TLB号
73N,73N02042,5180    ,DE    ,CC    ,2206400-2               ,49-1301         ,21    ,X,X,FAIL  ,2008-06-05,6397:10,3177,28524:22,13521,2015-02-22,28743:43,14426,50870:55,24770,from FLB 10841945B,22346:33,"   航后完成DD201504086 按照手册21-51-04更换ACM自检ZTC测试正常,并检ACM后部分通道无漏气,正常.周永文AF ACCOMPISH DD201504086 REFER TO AMM21-51-04 REPALCE THE ACM ANDTEST ZTC IS OK CHECK THE AFT OF ACM DUCT AND NOT LEAK CLOSE",11249,2206400-2               ,5295            ,,18908,35207.42,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3089695,10841949
73N,73N02668,5405    ,DE    ,CC    ,2206400-2               ,5848            ,21    ,X,X,FAIL  ,2008-07-14,00:00,0,00:00,0,2015-06-16,22948:59,11891,22948:59,11891,滑行左侧组件跳开. 机组,22948:59," 航后依据MCO更换左侧散热器及ACM,测试空调工作正常.  郭明文AF PER MCO replace LH heat exchange and ACM the test ok.",11891,2206400-2               ,118-932         ,,32110,62656.38,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3283876,10843859
73N,73N02433,5337    ,DE    ,CC    ,2206400-2               ,2303            ,21    ,X,X,FAIL  ,2012-06-23,15379:06,7779,31556:07,15964,2014-11-08,23061:19,11754,39238:20,19939,"起飞后爬升通过FAR上升3900M过程中右PACK灯亮.按检查单处置后右PACK灯仍亮,按检查单单组件飞行.机组",7682:13,"      过站按MEL21-01-01-01放行.刘德顺TR refer to MEL21-01-01-01 dispatch.FLB10488331B航后依据AMM21-51-04更换有组件ACM故障依旧,停场时间不足,办理DD201426053张平AF refer to AMM21-51-04 replace RH pack ACM can work because of SGmake DD201426053.",3975,2206400-2               ,2855            ,北京丰荣,26873,51450.01,7682:13,3975,(AOG)AIR CYCLE MACHINE（包修）                              ,2897112,10848329
73N,73N04519,5288    ,DE    ,CC    ,2206400-2               ,6190            ,21    ,X,X,FAIL  ,2013-06-27,00:00,0,00:00,0,2016-11-28,9068:49,5530,9068:49,5530,航后针对右组件有历史PACK TRIP OFF灯亮.  李志伟AF FOR PACK TRIP OFF LIGHT,9068:49,"  航后依据AMM21-51-04更换右组件ACM,测试正常,TAG:6040465  李志伟AF REFER AMM21-51-04 REPLACED THE LIGHT PACK AIR CYCLE MACHINE TESTOK",5530,2206400-2               ,6499            ,,14412,29257.4,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,4518749,10855545
73N,73N02854,5465    ,DE    ,CC    ,2206400-2               ,6148            ,21    ,X,X,FAIL  ,2009-01-30,00:00,0,00:00,0,2015-05-21,20194:08,10246,20194:08,10246,检查发现左组件ACM叶片损伤.陈剑.FOUND THE BLADE OF ACM BRKEN .,20194:08," 航后依据AMM21-51-04 更换左组件ACM,测试工作正常.陈剑.AF REF TO AMM21-51-04 REPLACED THE ACM OF LEFT PACK ,TEST OK.",10246,2206400-2               ,7259            ,,12612,24040.3,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3240610,10860628
73N,73N05331,1796    ,DE    ,CC    ,2206400-2               ,12760           ,21    ,X,X,FAIL  ,2015-03-09,00:00,0,00:00,0,2015-09-02,1226:59,614,1226:59,614,,1226:59,"     航后完成MCO-2015-09-02-74,依据AMM21-51-04更换ACM,测试正常,检查左右组件TCV和STCV无漏气并完成左右组件散热器反向吹除并录入状态网.吕承凡AF accomplished MCO-2015-09-02-74,refer to AMM21-51-04 replace theACM and test ok,check the L/R TCV and STCV not leakage and reverseblowckon the L/R pack entrysystem.封圈PN:BACP11K6 SPO26T154",614,2206400-2               ,9104            ,,10606,19754.55,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3430161,10868466
73N,73N02801,5416    ,DE    ,CC    ,2206400-2               ,2617            ,21    ,X,X,FAIL  ,2013-06-15,14119:00,7262,35567:16,19695,2015-10-17,21530:46,11109,42979:02,23542,,7411:46,   航后完成MCO2015-10-17-92依据AMM21-31-00更换右组件ACA1并测试正常AF accomplished MCO2015-10-17-92 refer to AMM21-31-00 AMM21-31-00repalce RH ACK1 and tets ok   杨旭封圈:S9026T041  RH31-906   S906T230,3847,2206400-2               ,5251            ,北京丰荣,17323,33765.28,7411:46,3847,(AOG)AIR CYCLE MACHINE（包修）                              ,3518707,10876280
73N,73N03313,5521    ,DE    ,CC    ,2206400-2               ,6957            ,21    ,X,X,FAIL  ,2010-06-22,00:00,0,00:00,0,2015-09-19,16902:50,8637,16902:50,8637,实时监控右组件跳开。吴升华THE MONITORING SHOW THE RH PACK FAIL.,16902:50,"   航后自检ZTC无维护信息，单向活门在位作动正常，依据AMM21-51-01更换右组件流量控制活门，依据AMM21-51-04更换空气循环机，测试正常。吴升华AF BITE THE ZTC AND NO MAINTENANCE MES ,AND THE CHECK VALVE IS OK,REF TO AMM21-51 REPLACE THE FCSOV AND THE ACM AND TEST OK.",8637,2206400-2               ,11771           ,,5192,10071.03,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3461366,10877025
73N,73N05194,1728    ,DE    ,CC    ,2206400-2               ,11101           ,21    ,X,X,FAIL  ,2014-11-23,00:00,0,00:00,0,2015-05-06,1265:49,596,1265:49,596,空中双组件灯陆续亮 复位灭/地面使用组件亮机组,1265:49,"        地面依据AMM21-51-00更换右空调ACM与热交换器测试正常,Ground refer to AMM21-51-00repalced the right a/c acm and houtexchanger test is okDAT机务FLB10877717b地面依据AMM21-51-00完成左空调反向吹除Ground refer to AMM21-51-00 accomplished the left air conditionrelever clarOFF:2206400-2/11101   ON:2206400-2/6046",596,2206400-2               ,6046            ,,16597,31447.35,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3219599,10877717
73N,73N02433,5337    ,DE    ,CC    ,2206400-2               ,2855            ,21    ,X,X,FAIL  ,2014-11-08,23061:19,11754,39403:24,20709,2015-09-11,25349:32,12903,41691:37,21858,右组件灯亮.SZX机务,2288:13,     故障保留按MEL21-01-01-01完成放行工作无M项无O项.SZX机务FROM FLB10880097B.杜磊航后检查发现右组件ACM风扇叶片断裂依据AMM21-51-04更换右组件ACM测试正常AF check find the right of ACM is bad refer to AMM21-51-04 replacedit and test ok,1149,2206400-2               ,4991            ,北京丰荣,18415,36144.27,2288:13,1149,(AOG)AIR CYCLE MACHINE（包修）                              ,3446547,10880097
73N,73N05194,1728    ,DE    ,CC    ,2206400-2               ,11173           ,21    ,X,X,FAIL  ,2014-11-23,00:00,0,00:00,0,2015-05-07,1265:49,596,1265:49,596,,1265:49,     依据AMM21-51-03更换右组件 主次级热交换器 依据AMM21-51-04更换左组件AIM 测试无漏气 左组件工作正常Refer to AMM21-51-03 repalced the main nad sevcend exchanger referto AMM21-51-04 replaced acm on left pack test on leakage andworknormal白生彪  王彬彬,596,2206400-2               ,9041            ,,8334,16775.31,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3219613,10891435
73N,73N01855,5139    ,DE    ,CC    ,2206400-2               ,4202            ,21    ,X,X,FAIL  ,2006-01-13,00:00,0,00:00,0,2015-09-30,32656:58,16281,32656:58,16281,左组件PACK灯亮  机组,32656:58,   过站按MEL21-01-01-01放行贴左组件不工作标牌    HAK机务FLB10902713B航后完成MCO-2015-09-30-76依据AMM21-51-10更换左组件ACM测试正常   高宏伟  吴佑胜AF accomplished MCO-2015-09-30-76 refer to AMM21-51-10 repalced it ok,16281,2206400-2               ,9102            ,,9263,18228.16,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3483330,10902712
73N,73N02981,5481    ,DE    ,CC    ,2206400-2               ,6425            ,21    ,X,X,FAIL  ,2009-07-16,00:00,0,00:00,0,2015-06-11,19340:12,10083,19340:12,10083,,19340:12,"            航后完成MCO检查右侧空调TCV STCV漏气,风扇叶片无损伤,为进一步排除右空调pack灯亮,区域温度控制器目检无代码,完成右空调组件部件,温度测量并对比左右空调冲压空气吸引力,右侧明显吸引力较小,判断为ACM性能下降及散热器较脏,依据AMM21-51-03更换右空调主次级热交换器,测试正常,无部件漏气,依据AMM21-51-04更换右空调ACM,测试正常,长时间运行右空调,空调运行主次区域,温度控制器,无代码,主散热器.   TAG:4075740  袁平勃AF for troubleshooting the RH air condition pack light was come onAF accomplish MCO the TCV stcv no\leakage and the vanewas ok anddo the zone tem control unit bite tets ok accomplish  measure the temperature and right Ac the right AC ramaire was small confirming theACM and exchange was abnormale referto AMM21-51-03 replace the RHexchange and refer to AMM21-51-04 replace the ACM test ok and the aircondition wsa ok",10083,2206400-2               ,10269           ,,7691,14273.48,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3276891,10907846
73N,73N02419,5358    ,DE    ,CC    ,2206400-2               ,4991            ,21    ,X,X,FAIL  ,2014-12-21,23713:17,12043,24569:44,12385,2015-07-16,25292:58,12775,26149:25,13117,FROM FLB10910794A,1579:41," 航后完成DD201515322,更换ACM并测试正常,关闭DD201515322 杨帆AF ACCOMPLISH THE DD201515322, REPLACE THE ACM AND TEST OK, CLOSE",732,2206400-2               ,5715            ,北京丰荣,18505,29648.52,1579:41,732,(AOG)AIR CYCLE MACHINE（包修）                              ,3338056,10910299
73N,73N02801,5416    ,DE    ,CC    ,2206400-2               ,6154            ,21    ,X,X,FAIL  ,2009-01-30,00:00,0,00:00,0,2015-07-25,20869:55,10766,20869:55,10766,航后检查发现左组件灯亮，自检ZTC有TCV信息。李广雨 AF check find L/Hpack light on bite ZTC have TCV message.,20869:55,"   航后完成MCO-2015-07-25-74，依据AMM21-51-04更换ACM，测试正常检查结果无渗漏。李广雨 AF accomplished MCO-2015-07-25-74 refer toAMM21-51-04 replace ACM,test ok. check weel no leakage. GASKET2215108-1 O-RING  2-230S604-70",10766,2206400-2               ,49-1111         ,,11238,21187.3,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3355384,10921788
73N,73N04838,1929    ,DE    ,CC    ,2206400-2               ,1943            ,21    , , ,SCH   ,2015-05-04,3606:12,1997,00:00,0,2015-05-30,3759:25,2079,153:13,82,,153:13,"     完成MCO借件拆还,依据AMM21-51-04更换左组件ACM,测试正常.王小鹏For return borrow part,per AMM21-51-04 replaced the ACM of L/H pack,test is OK.GASHET:2215108-1PACKING:S90267154PACKING:S90267230",82,2206400-2               ,4705            ,,20764,39036.11,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3255449,10928688
73N,73N02821,5417    ,DE    ,CC    ,2206400-2               ,6046            ,21    ,X,X,FAIL  ,2009-02-14,00:00,0,00:00,0,2015-04-15,20070:55,10730,20070:55,10730,航后检查发现右组件PACK灯亮 AF check find the right pack light on P5is still on   王麟飞,20070:55,"        航后检查ACM叶片断裂,自检ZTC有TCV信息无法复位,更换右组件ACM和TCV,并完成组件管路检查均正常(依据AMM21-51-04更换ACM,依据AMM21-51-10更换TCV)更换完成后开组件,测试正常,自检ZTC无故障信息.       王麟飞 AF do theZTC bite find the TCV message and couldn't reset,check the ACMdamaged,refer to AMM21-51-04.  FLB10939488B  replace the ACM andrefer AMM21-51-10 replace the TCV then do the ZTC BITE find nomessage turn on the pack on ground for long time test it ok. GASKEToff 2215-108-1         on 2215-108-1 O-ring off S9026T230          onSO026T230",10730,2206400-2               ,49-1185         ,,30796,56831.07,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3182551,10939488
73N,73N00548,5083    ,DE    ,CC    ,2206400-2               ,3997            ,21    , , ,SWAP  ,2014-06-23,42154:40,27157,28679:37,14359,2015-07-06,45352:37,28550,31877:34,15752,航后完成 MCO-2015-07-06-16 时发现数据异常。   杜定杰AF ACCOMPLISH THE MCO-2015-07-06-16 FIND THE AIR DATE WNUSUAL,3197:57,"     航后打开空调舱, 检查发现为 ACM不工作, 为保障航班与2159飞机对串左空调ACM, 依据 AMM21-51-04 测试正常, 重新测量温度并反馈。 杜定杰AF OPEN THE AIR CABIN CHECK FIND THE ACM DO NOT WORK BECAUSE ENSURETHE FIGHT SWAP THE ACM WITH 2159 AIRCRAFT REFER TOFLB10950922A REFER TO AMM21-51-04 TEST IS NORMAL MEASURE THE TEMPIS NORMAL.",1393,2206400-2               ,38-524          ,北京丰荣,21809,44002.37,3197:57,1393,(AOG)AIR CYCLE MACHINE（包修）                              ,3318516,10950921
73N,73N00345,2647    ,DE    ,CC    ,2206400-2               ,4677            ,21    ,X,X,FAIL  ,2013-06-12,46430:16,23736,18306:47,10083,2015-08-26,53520:26,27849,25396:57,14196,空调性能衰退。  王振威Air-conditioning ability low.,7090:10,"    航后依据AMM21-51-04更换右组件ACM，测试正常。  王振威/吴升华AF refer AMM21-51-04 replaced the R/H pack ACM,test ok.FLB10955338B 航后依据AMM21-51-03更换右组件主次级热交换器，AF refer AMM21-51-03 replaced the R/H pack Primary and secondaryheat exchanger,test ok.",4113,2206400-2               ,49-1111         ,北京丰荣,11238,21187.3,7090:10,4113,(AOG)AIR CYCLE MACHINE（包修）                              ,3417016,10955338
73N,73N03733,5620    ,DE    ,CC    ,2206400-2               ,8255            ,21    ,X,X,FAIL  ,2011-07-29,00:00,0,00:00,0,2016-05-03,15109:05,7659,15109:05,7659,FROM FLB10965831A,15109:05,"  航后依据AMM21-51-04更换左侧ACM, 测试正常，长时间开左组件正常，撤除DD201611277 陈定邦AF REPLACE THE ACM-LH REFER TO AMM21-51-04， TEST OK, CLOSE THE",7659,2206400-2               ,12630           ,,5688,10979.06,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3993476,10965836
73N,73N03392,5540    ,DE    ,CC    ,2206400-2               ,7653            ,21    ,X,X,FAIL  ,2010-08-23,00:00,0,00:00,0,2015-08-14,15644:46,8118,15644:46,8118,地面检查发现NGS指示面板蓝灯亮。龙骏凌。,15644:46,"      依据MEL47-01-01保留放行。龙骏凌。FROM FLB10969122A/FLB10969123A航后依据AMM21-51-04拆下ACM检查叶片断裂更换ACM并测试正常。对于NGS蓝灯亮，对系统做测试上电，测试正常。刘小峰/谭凯。AF REFER TO AMM21-51-04 REMOVE THE ACM CHECK THE BLEED DAMAGE ,REPLACE IT AND TEST OK,FOR THE NGS BLUE LIGHT ,OPERATION THE SYS TEST,TEST OK.",8118,2206400-2               ,12591           ,,6096,11485.06,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3394455,10969123
73N,73N04596,5798    ,DE    ,CC    ,2206400-2               ,10321           ,21    ,X,X,FAIL  ,2016-05-28,8736:07,4360,00:00,0,2016-07-16,9165:32,4550,429:25,190,,429:25,   航后完成MCO-2016-07-12-90依据AMM21-51更换右组件ACM测试正常  侯泽召杨龙AF accomplished MCO-2016-07-12-90 refer to AMM21-51 repalced the ACMof L pack and test it ok,190,2206400-2               ,2303            ,,25695,50022.13,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,4175253,10972207
73N,73N02801,5416    ,DE    ,CC    ,2206400-2               ,49-1111         ,21    ,X,X,FAIL  ,2015-07-25,20869:55,10766,10884:10,4125,2015-08-02,20933:36,10804,10947:51,4163,落地后左组件PACK灯亮机组,63:41,"   航后检查ACM叶片断裂,更换左侧ACM反向吹除左侧散热器,测试正常AF check L ACM blade breakage replace LH ACM counter bolw the LHheat exchanger test it ok张大明",38,2206400-2               ,3997            ,北京丰荣,20985,41965.59,63:41,38,(AOG)AIR CYCLE MACHINE（包修）                              ,3371420,10976764
73N,73N04036,5662    ,DE    ,CC    ,2206400-2               ,8459            ,21    ,X,X,FAIL  ,2012-05-04,00:00,0,00:00,0,2015-12-11,11408:38,5799,11408:38,5799,航后发现ACM卡阻故障 杨少文AF FIND ACM JAMMED,11408:38," 航后依据AMM21-51-04更换ACM, 测试正常无渗漏 杨少文AF REFER TO AMM21-51-04 REPLACE ACM, TEST IS NORMAL, NO LEAKED",5799,2206400-2               ,7653            ,,13022,24402.42,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3636729,10980504
73N,73N02459,5359    ,DE    ,CC    ,2206400-2               ,119-1467        ,21    ,X,X,FAIL  ,2008-07-02,1937:45,1017,21077:27,16787,2016-11-04,29559:59,15473,48699:41,31243,定检检查发现左侧ACM叶片长度超标，但不影响空调使用（陈卫志） BM CHECKTHE LEFT ACM VOUE IS OUT IF LIMIT THE A/C IS USUALLY,27622:14," 航后就AMM25-51更换正常ACM，测试结果正常，挂签：6040463 AF REFER TOAMM21-51 REPLACE THE LEFT ACM ,THE TEST RESULT IS OK TAG:6040463",14456,2206400-2               ,49-1307         ,,24448,49883.54,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,4457808,10985919
73N,73N05489,6061    ,DE    ,CC    ,2206400-2               ,11813           ,21    ,X,X,FAIL  ,2015-07-15,00:00,0,00:00,0,2016-07-07,1798:12,844,1798:12,844,监控显示左组件ACM压气机性能下降.安磊monitoring clear LH pack ACM property failing,1798:12,  航后依据AMM21-51-04更换左组件ACM测试正常无渗漏.安磊AF refer to AMM21-51-04 replaced the L/H pack ACM test is ok noleakage,844,2206400-2               ,10803           ,,4451,8292.22,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,4152238,10991630
73N,73N02593,5372    ,DE    ,CC    ,2206400-2               ,5456            ,21    ,X,X,FAIL  ,2008-04-15,00:00,0,00:00,0,2016-06-21,26402:27,13646,26402:27,13646,AF (HECK FAULT ) L-PACK  FAULT NO  AIR IN  AND  OUT  JUDGE ACM INOP .航后检查发现左组件故障无进气和排气判断ACM损坏.PVG机务,26402:27,   依据AMM21-51-04 拆除左组件ACM发现ACM叶片断裂ACM损坏.更换ACM未做测试PVG机务According to AMM21-51-04 left component ACM dismantling fracturedamage of ACM. ACM blade change of ACM did not do the test,13646,2206400-2               ,5129            ,,1,2.01,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,4113407,10999642
