机型,制造序列号,机号,参考类型,指令类型,件号,序号,章节号,非计划,故障确认,拆换原因,安装日期,部件装上飞行小时数,部件装上飞行循环数,部件装上使用小时数,部件装上使用循环数,拆换日期,部件拆下飞行小时数,部件拆下飞行循环数,部件拆下使用小时数,部件拆下使用循环数,故障描述,部件本次装机使用小时,故障处理,部件本次装机使用循环,装上件号,装上序号,最近送修公司,CY TSN,FH TSN,送修至拆下时间/FH,送修至拆下时间/CY,件号描述,DEF#,TLB号
73N,73N02778,5408    ,DE    ,CC    ,2206400-2               ,6086            ,21    ,X,X,FAIL  ,2009-01-05,00:00,0,00:00,0,2014-08-13,18090:10,9372,18090:10,9372,推出前左组件跳开.叶向前 The LH pack trip beafare push back,18090:10,"   由于出港时间问题,按MEL21-01-01-01放行.叶向前 Due to short time perFL10762642:航后检查左组件ACM失效,依据AMM21-51-04更换左组件ACM,测试正常.陈国栋 AF check find ACM of LH pack fail refer toAMM21-51-04 to replace LH pack ACM test ok.",9372,2206400-2               ,5586            ,,17341,31552.42,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2742991,10707740
73N,73N03733,5620    ,DE    ,CC    ,2206400-2               ,8146            ,21    ,X,X,FAIL  ,2011-07-29,00:00,0,00:00,0,2015-12-11,13858:30,7045,13858:30,7045,机组反映右组件跳开，但未灯亮 安磊CREW REPORT RIGHT PACK FAULT PACK LIGHT ON,13858:30,"   航后自检左，右空调系统控制器，结果正常，为判断故障，更换右组件ACM,涡轮进口温度传感器，组件管道过热电门，测试正常 安磊AF BITE L AND R CONDITION ZTC, TEST IT OK, FOR MAKE SURE THE TROUBLEREPLACE R PACK ACM, 210F,250F, TEST IT OK",7045,2206400-2               ,2855            ,,26873,51450.01,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3636778,10708615
73N,73N03951,5638    ,DE    ,CC    ,2206400-2               ,8535            ,21    ,X,X,FAIL  ,2012-03-02,00:00,0,00:00,0,2014-06-03,7438:46,3868,7438:46,3868,航后发现左组件故障AF find L pack failure李俊义,7438:46,  航后更换左ACM测试正常AF replace L ACM test ok李俊义,3868,2206400-2               ,49-1111         ,,11238,21187.3,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2623124,10714331
73N,73N03951,5638    ,DE    ,CC    ,2206400-2               ,8515            ,21    ,X,X,FAIL  ,2012-03-02,00:00,0,00:00,0,2014-06-03,7438:46,3868,7438:46,3868,PACK2故障机组,7438:46,"      依据MEL21-01-01-01放行 无M O项ref to MEL21-01-01-01 dispatchCGQ机务FL10714332航后检查发现ACM叶片断裂,更换右侧ACM测试正常无渗漏AF check the ACM fan blade fail repalce the RH ACM test ok刘坤",3868,2206400-2               ,4613            ,,20044,39434.52,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2623133,10714332
73N,73N06193,1547    ,DE    ,CC    ,2206400-2               ,13640           ,21    ,X,X,FAIL  ,2016-11-22,00:00,0,00:00,0,2017-06-24,1676:06,872,1676:06,872,左组件PACK UT亮  机组LEFT PACK LIGHT ON,1676:06,"  航后检查发现ACM叶片断裂,依据AMM21-51-04更换左组件ACM,测试正常 SJW机务AF CHECK AND FOUN ACM BLANDE DUPTURED REF AMM21-51-04 REPLACELEFT PACK ACM TEST OK",872,2206400-2               ,9228            ,,29,61.55,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,5115723,10715490
73N,73N06193,1547    ,DE    ,CC    ,2206400-2               ,9228            ,21    ,X,X,SCH   ,2017-06-24,1676:06,872,00:00,0,2017-07-01,1738:01,901,61:55,29,,61:55, 航后依据AMM21-51-04完成左组件ACM借件拆还  王秉奎 AF REFER AMM21-51-04REPLACE THE ACM- CHECK OK GASKET    2215108-1,29,2206400-2               ,8358            ,,8751,17137.35,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,5101577,10715503
73N,73N02556,5371    ,DE    ,CC    ,2206400-2               ,7137            ,21    ,X,X,FAIL  ,2014-05-10,20399:48,10436,10976:09,5281,2017-07-23,29933:19,15364,20509:40,10209,FROM FLB10716618B,9533:31,"  航后检查ACM叶片损伤,依据AMM21-51-00更换右侧ACM,测试正常 崔立民AF CHECK THE BLADES OF ACM DAMAGE, REFER TO AMM21-51-00 REPLACED THEACM OF THE RIGHT AIR CON AND THE TEST IS OK",4928,2206400-2               ,3357            ,北京丰荣,24603,48992.53,9533:31,4928,(AOG)AIR CYCLE MACHINE（包修）                              ,5166952,10716620
73N,73N02769,5418    ,DE    ,CC    ,2206400-2               ,49-1111         ,21    ,X,X,FAIL  ,2014-05-04,17607:35,9264,7383:36,2246,2014-05-16,17688:37,9312,7464:38,2294,过站左组件PACK灯亮.李瑶松TR find the PACK light of L pack on,81:02," 航后更换左侧空调ACM和主次级热交换器,测试正常.谭凯AF replace LH air cindition ACM main/auxilary exchanger test OK",48,2206400-2               ,3902            ,北京丰荣,21860,42271.42,81:02,48,(AOG)AIR CYCLE MACHINE（包修）                              ,2594274,10721865
73N,73N02611,5835    ,DE    ,CC    ,2206400-2               ,4874            ,21    , , ,SCH   ,2014-04-30,17622:10,8645,00:00,0,2014-05-10,17673:42,8671,51:32,26,,51:32,"   航后完成 MCO-2014-05-10-4 更换左组件ACM借鉴拆还,测试工作正常. 郭新龙AF accomplish MCO-2014-05-10-4 replace left pack ACM test is normalTAG 4095266封圈   BACP11K6  3EA",26,2206400-2               ,4496            ,,19933,38802.18,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2583701,10722848
73N,73N03951,5638    ,DE    ,CC    ,2206400-2               ,49-1111         ,21    ,X,X,FAIL  ,2014-06-03,7438:46,3868,7464:38,2294,2015-06-29,10858:18,5699,10884:10,4125,,3419:32,"     FROM FLB10729547A航后检查发现左组件ACM叶片断裂,依据AMM21-51-04更换左组件ACM,测试正常.完成左组件主次级散热器反向吹除,无异物,发现涡轮出口处有一卡子损坏,办理FC201513678 郝诚彬AF CHECK AND FIND THE L PACK ACM BLADE WAS BROKEN PER AMM21-51-04 REPLACED THE L PACK ACM TEST OK BLOW THE L PACK THE RESULT IS NORMALFOUND THERE IS A CLIP WAS DAMAGE RAISE FC201513678",1831,2206400-2               ,6425            ,北京丰荣,15452,29791.51,3419:32,1831,(AOG)AIR CYCLE MACHINE（包修）                              ,3305659,10729547
73N,73N04838,1929    ,DE    ,CC    ,2206400-2               ,10269           ,21    ,X,X,FAIL  ,2014-03-11,00:00,0,00:00,0,2015-05-04,3606:12,1997,3606:12,1997,"机组报告,空中左组件灯亮.组件温度达70℃.冯利通",3606:12,"        过站自检ZTC1 ZTC2均正常,检查冲压空气管道单向活门在位,更换左组件ACM,更换左组件备用TCV,完成管路渗漏检查.未见渗漏,完成ZTC测试,结果正常.冯利通 TR bite ZTC1 ZTC2 test ok,check left ram acv duct check valveok. replace left ACM replace left STCV test duct no air leakage biteZTC test okFL10737389:航后依据AMM21-51-00检查左组件TCV未见漏气,反向吹除左右组件散热器后,测量组件温度42.右组件温度35.恢复正常.陈国栋 AF referAMM21-51-00 check TCV of L pack no leakage found blow back toexchange heat for L R pack measure",1997,2206400-2               ,1943            ,,82,153.13,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3214304,10737388
73N,73N03344,5520    ,DE    ,CC    ,2206400-2               ,7259            ,21    , , ,FAIL  ,2010-07-15,00:00,0,00:00,0,2014-08-10,13256:43,6915,13256:43,6915,FROM FLB10742125A,13256:43,  航后完成DD201418411 依据AMM21-51-04更换右侧ACM测试工作正常.林小彬AF accomplished DD201418411 refer AMM21-51-04 replaced L/H ACMtest ok and closed DD201418411,6915,2206400-2               ,3878            ,,125,219.26,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2737523,10742128
73N,73N03865,5623    ,DE    ,CC    ,2206400-2               ,8740            ,21    ,X,X,FAIL  ,2011-11-29,00:00,0,00:00,0,2014-07-14,8484:41,4530,8484:41,4530,"落地后滑行时右侧PACK灯亮,按检查单处置后恢复一分钟后又亮 机组",8484:41,"     过站测试二号控制器有本组件TCV故障信息,不能清除,依据MEL21-01-01-01单组件放行.田忠明 TR test the zone temp cont 2 is this pack TCVfault,refer to MEL21-01 -01-01 dispatchFL10744786A航后完成MCO-2014-07-14-59更换右组件ACM,测试正常,依据AMM21-51-04.史宇峰,王晓宇 AF accomplish MCO-2014-07-14-59 replace R packACM,test it normal, refer to AMM21-51-04 挂签号4053209",4530,2206400-2               ,5801            ,,17617,33949.22,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2688830,10744783
73N,73N03344,5520    ,DE    ,CC    ,2206400-2               ,3878            ,21    , , ,SCH   ,2014-08-10,13256:43,6915,00:00,0,2014-09-03,13476:09,7040,219:26,125,,219:26,  航后完成借件拆还更换左组件ACM测试正常无渗漏. 挂签号 4031702 陆思名AF refer to AMM21-51 replace the left pack ACM test ok no leak封圈  2-1585604-70  SEAL  2215108-1  SEAL  BACP11K6,125,2206400-2               ,4891            ,,18131,34160.07,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2783785,10756194
73N,73N02144,5763    ,DE    ,CC    ,2206400-2               ,12-518          ,21    , , ,SCH   ,2014-08-14,22510:05,10944,00:00,0,2014-09-02,22693:00,11041,182:55,97,FROM FLB10762955,182:55,"    航后依据AMM21-51-04完成左组件ACM借件拆还,且长时间开空调观察管路无渗漏自检左组件温度控制器正常 崔明星AF ACCORDING TO AMM21-51-04 ACCOMPLISHED THE LEFT PACK ACM BAD TOOWNER AND LONG TIME USE AIR CONDITIONING, NO FIND DUCT LEAK, BITETEST TEMPERATURE CONTIONER AND OK",97,2206400-2               ,8062            ,,1670,3298.04,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2781792,10762955
73N,73N03007,5483    ,DE    ,CC    ,2206400-2               ,6499            ,21    ,X,X,FAIL  ,2009-08-13,00:00,0,00:00,0,2014-05-11,15511:04,7930,15511:04,7930,空调性能监控发现左组件ACM性能衰减.       顾建Monitor the air condition fountion the ACM was decling,15511:04,"          航后完成MCO详细目视检查,冲压进气门作动正常,散热器无异物并反向冲洗,检查旁通活门在位正常,检查ACM名管路正常,防冰管路吴堵塞,水分离器管路及喷嘴正常,名掉点无松动,拆下ACM检查发现ACM叶片有损伤,依据AMM21-31-04更换左组件ACM,并测试无渗漏,测试正常.    顾建AF accomplished the MCO FLB10764419B  inspection the ACM inlet actoris normal and exhanger is normal clean the prinovy and recondorybear exhanger check the bypass valve are duit of ACM is wgtreseparator nozzles and vaiovs lefting point is normal referAMM21-51-04 replace the ACM on the left A/C test found leakageoperation test is normal     封圈P/N  2215108-1  S9026T154S9026T230",7930,2206400-2               ,4509            ,,19295,38211.39,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2585540,10764419
73N,73N02611,5835    ,DE    ,CC    ,2206400-2               ,5694            ,21    ,X,X,FAIL  ,2008-05-02,00:00,0,00:00,0,2014-04-20,17522:41,8597,17522:41,8597,航前右组件灯不亮 PF check RH pack light illumite 赵金龙,17522:41,    航前依据MEL21-01-01-01 放行 PF refer MEL21-01-01-01 to dispatch赵金龙 FLB10770714B 航后依据AMM21-51-04更换右侧ACM 测试无渗漏区域温度组件测试正常 TAG:3027653 AF lefer to AMM21-51-04 replace RHACM test that no leak and zone temperature cantrollers was  ok 袁平勃封圈:S9026T230   S9026T154   2-158S604-70,8597,2206400-2               ,38-611          ,,8820,13282.17,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2551053,10770714
73N,73N02611,5835    ,DE    ,CC    ,2206400-2               ,38-611          ,21    ,X,X,FAIL  ,2014-04-20,17522:41,8597,00:00,0,2014-04-23,17554:04,8613,31:23,16,右组件灯亮The right pack on赵子钦,31:23,"              2号控制器自检有""无法清除,按MEL21-01-01-01放行Do the bite of NO.2 control have the ""ssage can't cleardispatch it refer to MEL21-01-01-01(左组件高流量长时间工作正常The L pack work in hight position)赵子钦FLB10770721B:航后检查发现ACM卡阻,依据AMM21-51-04更换右组件ACM测试工作正常无法渗漏,ZTC测试正常无信息AF check find the ACM jam replaced the ACM refer to AMM21-51-04 testok and no leakage do the bite of ZTC the result is ok and hasno message侯百泉 马魁封圈:S9026T230(2EA)封圈:S9026T154封圈:2-158S604-700d leakageoper",16,2206400-2               ,119-1399        ,,25748,38887.2,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2556294,10770721
73N,73N02611,5835    ,DE    ,CC    ,2206400-2               ,119-1399        ,21    ,X,X,FAIL  ,2014-04-23,17554:04,8613,38842:12,25725,2014-04-28,17599:12,8636,38887:20,25748,空中RAM DOOR FULL OPEN灯一直亮机组,45:08,"  过站依据AMM21-51-04更换右组件ACM测试正常,关闭DD201408935TR replace R pack ACM test ok close DD201408935黎明 张学文",23,2206400-2               ,6187            ,北京丰荣,15209,29072.11,45:08,23,(AOG)AIR CYCLE MACHINE（包修）                              ,2565270,10770735
73N,73N02611,5835    ,DE    ,CC    ,2206400-2               ,4496            ,21    ,X,X,FAIL  ,2013-08-16,15343:44,7457,22867:08,11429,2014-04-30,17622:10,8645,25145:34,12617,,2278:26,  航后完成MCO-2014-04-30-27更换左组件ACM 依据AMM21-51-04测试正常.无漏气AF accomplished MCO-2014-04-30-27 replaced the LH air cycle machineand refer to AMM21-51-04 to test ok. no air leakage.李世均,1188,2206400-2               ,4874            ,北京丰荣,26,51.32,2278:26,1188,(AOG)AIR CYCLE MACHINE（包修）                              ,2568340,10770740
73N,73N03214,5733    ,DE    ,CC    ,2206400-2               ,7196            ,21    ,X,X,FAIL  ,2010-03-01,00:00,0,00:00,0,2014-05-16,12556:00,6564,12556:00,6564,过站检查发现右组件不工作.王志启TR check R PACK fail,12556:00,"   依据MEL21-01-01-01放行,贴不工作标牌.王志启refer to MEL21-01-01-01 dispatch,install inop markFL10773680A航后检查发现有ACM叶片断裂,依据AMM21-51-04更换ACM.刘新刚AF check the R ACM fail,refer to AMM21-51-04 replace the ACM",6564,2206400-2               ,6091            ,,16632,31712.55,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2594459,10773679
73N,73N01649,5115    ,DE    ,CC    ,2206400-2               ,118-878         ,21    ,X,X,FAIL  ,2007-08-08,9259:26,4515,11617:50,5935,2014-04-11,31420:17,15563,33778:41,16983,,22160:51,"      FROM:10775921B航后依据AMM21-51-04更换右组件ACM,检查无渗漏,完成区域温度控制测试,结果正常,关闭DD201407719      TAG:3003043      袁平勃AF refer to AMM21-51-04 replaced the ACM of R pack check no leakageand do the zone temperature controllers BITE test result OKTAG:3003043     袁平勃   封圈(2个):S90267230   3个:BACP11K62个:568-2305604-70      1个:2215108-1",11048,2206400-2               ,3341            ,武汉航达,23760,45385.06,29445:40,14487,(AOG)AIR CYCLE MACHINE（包修）                              ,2536217,10775923
73N,73N00163,5061    ,DE    ,CC    ,2206400-2               ,2736            ,21    ,X,X,FAIL  ,2012-01-02,40028:25,27895,31037:38,15352,2014-03-24,46619:39,31917,37628:52,19374,,6591:14,"    航后完成DD201406215,依据AMM21-51-04更换左组件ACM,测试系统工作正常,检查无渗漏,恢复正常.AF accomplished DD201406215,refer AMM21-51-04 replace L pack ACM andtest ok,found no leakage.刘星PAKING  2-2305604-70    2215108-1  S9026T041",4022,2206400-2               ,5533            ,武汉航达,10044,22161.41,6591:14,4022,(AOG)AIR CYCLE MACHINE（包修）                              ,2503831,10777821
73N,73N04584,5797    ,DE    ,CC    ,2206400-2               ,9496            ,21    ,X,X,FAIL  ,2013-08-21,00:00,0,00:00,0,2014-06-29,2887:59,1424,2887:59,1424,"起飞离地后,噪音增大驾驶舱变得异常热,空中驾驶舱温度正常,但在加油门时噪音增大,落地后左组件跳开且不能复位.机组",2887:59,"     根据MEL21-01放行,无"",告知机组""CGO机务FL10778639B航后检查无冲压空气判断为ACM故障,依据AMM21-52-04更换左组件ACM和左组件主次级热交换器,测试正常.万辉AF CHECK THAT LH PACK HAS NO RAM AIR REPLACED THE ACM AND HEATEXCHANGERS OF LH PACK REF TO AMM21-52-04 TEST OKtt result",1424,2206400-2               ,118-878         ,,24253,48380.32,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2663220,10778639
73N,73N04584,5797    ,DE    ,CC    ,2206400-2               ,8062            ,21    ,X,X,FAIL  ,2013-08-21,00:00,0,00:00,0,2014-06-30,2895:37,1428,2895:37,1428,"呼叫落地后,滑行期间组件灯亮,机组",2895:37,"     过站按MEL21-01-01-01放行,HET机务无M 项 有O项,已告知机组,flb10778643A 航后检查发现ACM叶片损坏,依据AMM21-51-04更换ACM并完成测试,空调性能好,acm 无渗漏,矫健强AF CHECK AND FIND ACM DAMAGE REFER TO AMM21-51-04 REPLACE THE ACMTEST OK  NO LEAKAGE AND CLEAN CONDITION",1428,2206400-2               ,4025            ,,21387,39438.34,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2665640,10778641
73N,73N02806,5428    ,DE    ,CC    ,2206400-2               ,6187            ,21    ,X,X,FAIL  ,2009-01-30,00:00,0,00:00,0,2014-03-31,16503:31,8538,16503:31,8538,,16503:31,      航后完成DD201406752 更换有空调组件ACM测试组件工作正常，撤DD冯利通Af close DD 201406752 replace right pack ACM test okWithdraw DD封圈： R1131-906Gasket:2215108-1封圈： 590267041,8538,2206400-2               ,6729            ,,12993,24635.19,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2518353,10779871
73N,73N03278,5522    ,DE    ,CC    ,2206400-2               ,6952            ,21    ,X,X,FAIL  ,2010-05-04,00:00,0,00:00,0,2014-06-04,13290:47,6667,13290:47,6667,落地滑跑时右组件跳开 landing taxi R pack overheat off 任俊澄,13290:47,"   过站复位正常后又跳开,依据MEL21-01-01-01放行 ref to MEL21-01-01-01dispatch 任俊澄 FL10781477航后依据AMM21-51-04排故,判断为右ACM故障,更换右侧ACM后测试正常 AFreplace the R ACM and test ok 熊捷 吴佑胜",6667,2206400-2               ,6499            ,,14412,29257.4,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2624145,10781476
73N,73N04171,5687    ,DE    ,CC    ,2206400-2               ,9104            ,21    ,X,X,FAIL  ,2012-09-06,00:00,0,00:00,0,2015-06-15,9222:20,4746,9222:20,4746,FROM FLB10783025A,9222:20,"  航后检查发现右组件ACM叶轮叶与断裂,更换ACM,测试正常 谭凯AF CHECK FIND THE ACM IMPELLER OF R/H AIR PACK ASSY, REPLACE IT ANDTEST OK",4746,2206400-2               ,11101           ,,6308,12195.28,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3284447,10783026
73N,73N00173,5062    ,DE    ,CC    ,2206400-2               ,8912            ,21    ,X,X,FAIL  ,2014-08-05,47692:44,29661,6852:58,3522,2014-09-03,47962:59,29813,7123:13,3674,,270:15, 航后依据MCO-2014-09-03-11更换右侧组件ACM 测试正常. AF refer toMCO-2014-09-03-11to replace the RH ACM and test OK. 李世均,152,2206400-2               ,9496            ,HONEYWELL,8007,14889.1,270:15,152,(AOG)AIR CYCLE MACHINE（包修）                              ,2783775,10785318
73N,73N02556,5371    ,DE    ,CC    ,2206400-2               ,4613            ,21    ,X,X,FAIL  ,2008-04-27,298:51,158,5462:44,2566,2014-05-10,20399:48,10436,25563:41,12844,CGO着陆滑行中右PACK灯亮. 机组,20100:57,"     依据MEL21-01-01-21放行,无M O项. CGO机务REF MEL21-01-01-21 dispatch no M O item.fl10787126检查发现右侧ACM故障,依据AMM21-51-04更换ACM ,测试结果符合手册要求.冯亮Check and found RH pack ACM failed,PER AMM21-51-04replaced ACM test was ok.",10278,2206400-2               ,7137            ,,11958,23125.44,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2586267,10787125
73N,73N02648,5375    ,DE    ,CC    ,2206400-2               ,8515            ,21    ,X,X,FAIL  ,2014-07-06,19908:07,10315,7438:46,3868,2014-08-07,20188:03,10467,7718:42,4020,,279:56,"   FLB10792174B 航后依据AMM21-51更换左空调组件ACM,测试正常.挂签号:4061583.张文涛AF REFER TO AMM21-51,REPLACED THE ACM OF THE LEFT AIRCONDITIONING PARK,TEST OK.",152,2206400-2               ,8535            ,HONEYWELL,10525,20689.01,279:56,152,(AOG)AIR CYCLE MACHINE（包修）                              ,2732037,10792177
73N,73N02556,5371    ,DE    ,CC    ,2206400-2               ,107-441         ,21    ,X,X,FAIL  ,2012-08-04,14527:46,7448,44468:54,23122,2014-06-08,20644:13,10574,50585:21,26248,,6116:27,     航后完成MCO-2014-06-08-14参考AMM21-51-04更换左组件ACM测试无渗漏，并完成左空调性能测试AF accomplished MCO-2014-06-08-14 refer to AMM21-51-04to replace the ACM of the LH PACK test no leak and finishthe function李世均,3126,2206400-2               ,7196            ,武汉航达,13633,26259.09,6116:27,3126,(AOG)AIR CYCLE MACHINE（包修）                              ,2630078,10796650
73N,73N02073,5181    ,DE    ,CC    ,2206400-2               ,4568            ,21    ,X,X,FAIL  ,2006-09-28,00:00,0,00:00,0,2014-06-04,25952:39,12895,25952:39,12895,FROM FL10797480,25952:39,"   航后检查发现左组件ACM叶片断裂,依据AMM21-51-04更换左组件ACM,长时间测试组件无跳开,温度正常,自检ZTC无信息.刘金权 AF check the ACM of L packwas vane crack ref to AMM21-51-04 replace the ACM of L pack and testOK",12895,2206400-2               ,119-1399        ,,25748,38887.2,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2624409,10797483
73N,73N02648,5375    ,DE    ,CC    ,2206400-2               ,5801            ,21    ,X,X,FAIL  ,2008-06-07,00:00,0,00:00,0,2014-07-06,19908:07,10315,19908:07,10315,,19908:07,"  航后检查发现左侧ACM故障,更换左ACM测试正常,关闭DD201415238AF replace L aACM and test ok close DD201415238刘新刚 程全",10315,2206400-2               ,8515            ,,10946,20323.49,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2674564,10800075
73N,73N00173,5062    ,DE    ,CC    ,2206400-2               ,5586            ,21    ,X,X,FAIL  ,2013-06-26,44403:06,27813,15102:06,8919,2014-08-05,47692:44,29661,18391:44,10767,有组件供气管道及水分离器出口温度高.陈剑The R pack supply duct and water separator outlet temperture,3289:38,"   航后依据AMM21-51-04更换右组件ACM,侧过至正常无渗漏.无信息,供气管道温度15℃.水分离器出口5℃.陈剑AF refer to AMM21-51-04 replaed the ACM of R pack test work normalno leakage no message",1848,2206400-2               ,8912            ,北京丰荣,9940,19216.31,3289:38,1848,(AOG)AIR CYCLE MACHINE（包修）                              ,2729384,10803724
73N,73N02144,5763    ,DE    ,CC    ,2206400-2               ,4891            ,21    ,X,X,FAIL  ,2007-01-15,00:00,0,00:00,0,2014-08-14,22510:05,10944,22510:05,10944,from FLB 10796715A,22510:05,"   航后完成DD201418735更换左组件ACM, 测试发现ACM涡轮入口软管漏气,更换软管,测试左组件工作正常,关闭DD  纪钊武AF accomplished DD201418735 replaced the L pack acm check and findACM tube leak replacee tube test l pacl ok",10944,2206400-2               ,12-518          ,,396,713.52,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2745193,10811991
73N,73N04063,5663    ,DE    ,CC    ,2206400-2               ,8912            ,21    ,X,X,CAN   ,2012-05-23,00:00,0,00:00,0,2014-06-18,6852:58,3522,6852:58,3522,机组反映右组件跳开.陈衍革 Crew report the RH PACK tirp,6852:58,"   过站按MEL21-01-01-01放行.陈衍革 TR ref to MEL21-00-00-01 to dispatchFL10813877航后检查发现右组件ACM卡阻,因无料,从定检5083飞机拆下左组件ACM装至本机,测试工作正常.纪钊武 AF check R pack ACM fail replaced RPACK ACM from 5083 aircrafe test R PACK operate OK",3522,2206400-2               ,49-1343         ,,34371,56269.31,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2645804,10813878
73N,73N04171,5687    ,DE    ,CC    ,2206400-2               ,9102            ,21    ,X,X,FAIL  ,2012-09-06,00:00,0,00:00,0,2015-05-30,9119:55,4687,9119:55,4687,"空中CONT CAB控制失效.管道温度持续45左右,落地后上升至60左右关车后接APU引气,温度也是60左右,但PACK灯亮.机组",9119:55,"   过站排故确认左组件ACM故障,依据AMM21-51-04更换左组件ACM,测试结果正常.谭洪敏TR make sure the left pack ACM fault,refer AMM21-51-04 replace theleft pack ACM test ok",4687,2206400-2               ,3947            ,,21,32.46,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3255663,10816175
73N,73N04171,5687    ,DE    ,CC    ,2206400-2               ,3947            ,21    ,X,X,FAIL  ,2015-05-30,9119:55,4687,00:00,0,2015-06-05,9152:41,4708,32:46,21,,32:46,,21,2206400-2               ,7941            ,,11433,22190.18,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3265649,10816186
73N,73N00587,5082    ,DE    ,CC    ,2206400-2               ,5353            ,21    ,X,X,FAIL  ,2008-07-02,21077:27,16787,1937:45,1017,2015-06-25,44835:02,28586,25695:20,12816,空中两侧冲压活门灯都亮着 机组,23757:35,"     航后依据AMM21-51-04更换左组件ACM,参考AMM21-51-03与B5090对串左组件散热器扩散管,并完成双组件反向吹除,测试正常 王康业AF REFER TO AMM21-51-04 REPLACED LEFT PACK ACM AND REFER TOAMM21-51-03 SWAP LEFT PACK, HEAT EXCHANGER DIFFUSER TO B5090 RIGHTPACK HEAT EXCHANGER DIFFUSER AND ACCOMPLISHED LEFT AND RIGHT PACKCLEAN WITH DRY NITROGEN",11799,2206400-2               ,6148            ,,15232,30951.01,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3300138,10818104
73N,73N03783,5611    ,DE    ,CC    ,2206400-2               ,7941            ,21    ,X,X,FAIL  ,2011-09-17,00:00,0,00:00,0,2015-02-07,11191:00,5683,11191:00,5683,FLB10826460A,11191:00,"      航后完成MCO-2015-02-06-22,依据AMM21-51-04,更换左组件ACM并完成ITC自检左组件工作正常.关闭DD201503052.王海亮AF accomplished MCO-2015-02-06-22 ref AMM21-51-04,replace left packACM and ITC bite,left pack work normal and closed DD201503052.封圈  2-230S604封圈  2215108-1封圈  BACP11K6",5683,2206400-2               ,8912            ,,9940,19216.31,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3063769,10826470
73N,73N04118,1906    ,DE    ,CC    ,2206400-2               ,9041            ,21    ,X,X,FAIL  ,2012-07-17,00:00,0,00:00,0,2015-01-29,8085:08,3880,8085:08,3880,"航前机组报告右组件PACK灯亮,可复位,复位后再次接近几分钟后灯亮机组",8085:08,"       航前按MEL21-01-01-01放行PF refer to MEL21-01-01-01 dispatch   符超柱FLB:10841081B航后排故检查冲压气门作动正常,扩撒管无异物,故依据TASK21-51-04-400-802-002更换右侧ACM,测试正常,无渗漏  TAG:4037848AF troubleshooting check the ACT ok check the ECS no FOC soreplace the R/H ACM referto task21-51-04-400-802-002 test is ok权强",3880,2206400-2               ,8515            ,,10946,20323.49,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,3046893,10841081
73N,73N02419,5358    ,DE    ,CC    ,2206400-2               ,5295            ,21    ,X,X,FAIL  ,2007-10-12,00:00,0,00:00,0,2014-12-21,23713:17,12043,23713:17,12043,from FLB 10841589B,23713:17,"   航后检查发现右主级散热器扩散盖板损坏及ACM叶轮损坏,更换扩散管及ACM测试正常,撤除FC201428793 谭凯AF REPLACE THE RIGHT MIAN HEAT EXCHANGER DIFFUSER AND ACM REFERAMM21-51 TEST OK CLEAR FC201428793",12043,2206400-2               ,4991            ,,18415,36144.27,, ,(AOG)AIR CYCLE MACHINE（包修）                              ,2974798,10841590
